lane,lane_label,run_id,item_id,batch_label,condition,difficulty,correct_key,seed_doc_path,lane_decision,lane_source_alignment,lane_distractor_quality,lane_stem_clarity,lane_difficulty_match_raw,lane_difficulty_match_pass,reviewer_decision,agrees_with_reviewer,flag_ambiguity,chunks_support_question,correct_answer_verifiable,distractors_clearly_wrong,reviewer_source_call_accurate,lane_notes
codex,Codex,20260330_150022Z_haiku_haiku,item_4,haiku-both,haiku/haiku,easy,C|B|C|D,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,REJECT,1,1,1,2,False,REVISE,False,True,False,False,False,True,"The row has no stem and an invalid multi-key field. Several options are true, so it is not a valid single-answer item."
claude,Claude,20260330_150022Z_haiku_haiku,item_40,haiku-both,haiku/haiku,easy,B|C|D|A,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,REJECT,1,1,1,1,False,ACCEPT,False,False,False,False,False,False,"Catastrophically malformed: null stem AND all four options are questions ('In the capacitated DELS model, what condition...?', 'A feasible solution exists if...?') rather than answer statements."
codex,Codex,20260330_150022Z_haiku_haiku,item_40,haiku-both,haiku/haiku,easy,B|C|D|A,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,REJECT,1,1,1,2,False,ACCEPT,False,True,False,False,False,False,The row has no stem and contains four separate question prompts as options with an invalid combined key. It is structurally broken.
claude,Claude,20260330_150022Z_haiku_haiku,item_41,haiku-both,haiku/haiku,easy,C,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,REVISE,3,3,4,2,False,REVISE,True,False,True,True,True,True,Key C (higher demand AND destination port congestion) supported by BSVAR chunk. No correct_key marker. Chunk excerpt shown (no significant negative effects) doesn't directly state the rate determinants - need to verify against full BSVAR chunk.
codex,Codex,20260330_150022Z_haiku_haiku,item_41,haiku-both,haiku/haiku,easy,C,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,ACCEPT,5,4,5,3,False,REVISE,False,False,True,True,True,False,C is supported directly: ocean rates rose with higher demand for shipping and destination port congestion.
claude,Claude,20260330_150022Z_haiku_haiku,item_42,haiku-both,haiku/haiku,easy,B,C:\Users\kadek\source\repos\domainRag\example1\chapter-16.pptx,REVISE,3,2,4,2,False,REVISE,False,False,True,True,False,True,"Key B (aligning objectives across conflicting functional groups) is correct per chunk. No key marker. Distractor quality 2 - distractors a,c are obviously irrelevant; d (global competition) is a challenge but not an integration challenge. Fix distractors and key format."
codex,Codex,20260330_150022Z_haiku_haiku,item_42,haiku-both,haiku/haiku,easy,B,C:\Users\kadek\source\repos\domainRag\example1\chapter-16.pptx,ACCEPT,4,3,5,3,False,REVISE,False,False,True,True,False,False,B is the best-supported answer because the passage emphasizes conflicting functional objectives as a central integration challenge.
claude,Claude,20260330_150022Z_haiku_haiku,item_43,haiku-both,haiku/haiku,easy,D,C:\Users\kadek\source\repos\domainRag\example1\Analysis of Inventory Models with Limited Demand Information.pdf,REVISE,3,2,3,3,False,REVISE,False,False,True,True,True,True,"Key A (increases more rapidly under decentralized - multiplicative amplification) is correct. No key marker. But stem is confusing: 'compare to decentralized information' makes key A say decentralized is worse, which is correct, but wording is inverted from expectation. Clarify stem."
codex,Codex,20260330_150022Z_haiku_haiku,item_43,haiku-both,haiku/haiku,easy,D,C:\Users\kadek\source\repos\domainRag\example1\Analysis of Inventory Models with Limited Demand Information.pdf,REVISE,2,2,4,3,False,REVISE,True,False,True,False,False,False,"The keyed answer is wrong. Centralized information yields less rapid variability growth, whereas option A correctly describes decentralized information as the faster-growing case."
claude,Claude,20260330_150022Z_haiku_haiku,item_44,haiku-both,haiku/haiku,easy,A|B,C:\Users\kadek\source\repos\domainRag\example1\Newsboy Model with Pricing.pdf,REJECT,1,1,1,1,False,REVISE,False,False,False,False,False,False,Null stem. Options b (multiplicative demand price too low - TRUE) and d (SnowTime description - TRUE) are both correct. Multiple true options + null stem.
codex,Codex,20260330_150022Z_haiku_haiku,item_44,haiku-both,haiku/haiku,easy,A|B,C:\Users\kadek\source\repos\domainRag\example1\Newsboy Model with Pricing.pdf,REJECT,1,1,1,2,False,REVISE,False,True,False,False,False,False,"The row has no stem and an invalid multi-key. A, B, and C are all true from the source, so it is not a valid single-answer item."
claude,Claude,20260330_150022Z_haiku_haiku,item_45,haiku-both,haiku/haiku,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,REVISE,4,2,4,1,False,REVISE,False,False,True,True,True,True,"Key B (reduces costs, improves service levels) is correct and supported. Distractor quality 2 - options a,c,d are absolute-guarantee claims easily identified as false. No key marker. Fix distractors and key format."
codex,Codex,20260330_150022Z_haiku_haiku,item_45,haiku-both,haiku/haiku,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,2,False,REVISE,False,False,True,True,True,False,B is directly supported: effective inventory management reduces costs and improves service outcomes.
claude,Claude,20260330_150022Z_haiku_haiku,item_46,haiku-both,haiku/haiku,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,REJECT,1,1,1,1,False,REVISE,False,False,False,False,False,False,"Null stem. Option b (ZICO: at most one period with partial production) is TRUE. Duplicate of items 4, 16 in this batch - same null-stem DELS theme."
codex,Codex,20260330_150022Z_haiku_haiku,item_46,haiku-both,haiku/haiku,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,ACCEPT,5,4,2,False,False,REVISE,False,True,True,True,True,False,"Missing stem, but option B is clearly supported and the reviewer's source complaint is not the real issue. This is usable content but mislabeled as medium and should have an explicit stem."
claude,Claude,20260330_150022Z_haiku_haiku,item_47,haiku-both,haiku/haiku,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,5,4,5,2,False,ACCEPT,True,False,True,True,True,True,Key B (operational complexity) - better phrased version of duplicate item 35. Chunk: 'focus reduces complexity.' Clean definitional question.
codex,Codex,20260330_150022Z_haiku_haiku,item_47,haiku-both,haiku/haiku,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,5,4,5,True,True,ACCEPT,True,False,True,True,True,True,Grounded directly in the focus passage; B is the clear answer.
claude,Claude,20260330_150022Z_haiku_haiku,item_48,haiku-both,haiku/haiku,easy,A,C:\Users\kadek\source\repos\domainRag\example1\Inventory and EOQ Models.pdf,REVISE,1,3,4,2,False,REVISE,False,False,False,True,True,False,"Key A (EOQ with planned backorders) is correct. Chunk covers EOQ sensitivity, not EOQ-with-backorders. Source alignment 1. Trivial naming question. Fix chunk assignment."
codex,Codex,20260330_150022Z_haiku_haiku,item_48,haiku-both,haiku/haiku,easy,A,C:\Users\kadek\source\repos\domainRag\example1\Inventory and EOQ Models.pdf,ACCEPT,5,3,4,True,True,REVISE,False,False,True,True,True,False,"The provided chunks do include EOQ with planned backorders, so A is supported. Slightly obvious, but still valid."
claude,Claude,20260330_150022Z_haiku_haiku,item_49,haiku-both,haiku/haiku,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,4,4,5,3,False,ACCEPT,True,False,True,True,True,True,"Key B (managing uncertainty from demand, supply, lead time variability) well-supported by globalization/challenges chunk. Strong question."
codex,Codex,20260330_150022Z_haiku_haiku,item_49,haiku-both,haiku/haiku,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,5,4,5,True,True,ACCEPT,True,False,True,True,True,True,B matches the source directly; the other options either contradict or narrow the challenge incorrectly.
claude,Claude,20260330_150022Z_haiku_haiku,item_5,haiku-both,haiku/haiku,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,5,4,5,2,False,ACCEPT,True,False,True,True,True,True,"Key B (reduces distribution steps, lower operational costs) directly from storefront chunk. Difficulty feels easy."
codex,Codex,20260330_150022Z_haiku_haiku,item_5,haiku-both,haiku/haiku,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,5,4,5,3,False,ACCEPT,True,False,True,True,False,True,B is supported because the storefront conversion eliminated three distribution steps and reduced operating work.
claude,Claude,20260330_150022Z_haiku_haiku,item_50,haiku-both,haiku/haiku,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,REVISE,5,3,5,3,False,ACCEPT,False,False,True,True,True,True,"Triple duplicate of capacity-constrained sequence question (items 18, 34, 50 all ask same thing about at most one partial period). Key B correct. Remove as duplicate."
codex,Codex,20260330_150022Z_haiku_haiku,item_50,haiku-both,haiku/haiku,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,ACCEPT,5,4,5,True,True,ACCEPT,True,False,True,True,True,True,Accurate restatement of the capacity-constrained sequence theorem.
claude,Claude,20260330_150022Z_haiku_haiku,item_6,haiku-both,haiku/haiku,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Supply Chain Management.pdf,ACCEPT,5,4,5,1,False,ACCEPT,True,False,True,True,True,True,Key B (increase in variability moving upstream) is bullwhip definition. Near-duplicate of items 7 and 21 but this is the cleaner version. Difficulty 1 - definitional recall.
codex,Codex,20260330_150022Z_haiku_haiku,item_6,haiku-both,haiku/haiku,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Supply Chain Management.pdf,ACCEPT,5,4,5,2,False,ACCEPT,True,False,True,True,True,True,B is the direct definition of the bullwhip effect. The item is straightforward rather than hard.
claude,Claude,20260330_150022Z_haiku_haiku,item_7,haiku-both,haiku/haiku,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Analysis of Inventory Models with Limited Demand Information.pdf,REVISE,4,4,5,1,False,ACCEPT,False,False,True,True,True,True,Near-duplicate of items 6 and 21. Key B correct. Remove as duplicate.
codex,Codex,20260330_150022Z_haiku_haiku,item_7,haiku-both,haiku/haiku,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,5,4,5,2,False,ACCEPT,True,False,True,True,True,True,B matches the source definition exactly. This is another easy identification item.
claude,Claude,20260330_150022Z_haiku_haiku,item_8,haiku-both,haiku/haiku,easy,D,C:\Users\kadek\source\repos\domainRag\example1\Inventory and EOQ Models.pdf,REVISE,4,3,4,3,False,REVISE,True,False,True,True,False,True,"Key D (derived by setting d/dQ=0) is correct and sound. No correct_key marker. Option a is partially true (Q* depends on K and h, not c), creating plausible distractor confusion. Fix key format."
codex,Codex,20260330_150022Z_haiku_haiku,item_8,haiku-both,haiku/haiku,easy,D,C:\Users\kadek\source\repos\domainRag\example1\Inventory and EOQ Models.pdf,ACCEPT,4,3,5,3,False,REVISE,False,False,True,True,False,False,"D is supported by the derivation. A, B, and C are contradicted by the EOQ formulation."
claude,Claude,20260330_150022Z_haiku_haiku,item_9,haiku-both,haiku/haiku,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Inventory and EOQ Models.pdf,REJECT,1,2,4,1,False,REJECT,True,False,False,True,True,False,"Duplicate of item 1 (and items 10, 19). Reviewer also REJECTs. Chunk is EOQ-with-backorders not basic EOQ."
codex,Codex,20260330_150022Z_haiku_haiku,item_9,haiku-both,haiku/haiku,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Inventory and EOQ Models.pdf,ACCEPT,4,3,5,2,False,REJECT,False,False,True,True,True,False,"Although the attached chunk is not the cleanest one for this row, B is still the standard EOQ demand assumption and is correct."
claude,Claude,20260330_163416Z_haiku_haiku,item_1,haiku-both,haiku/haiku,medium,D,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,REJECT,1,1,1,1,False,REVISE,False,False,False,False,False,False,Null stem. Options a (no significant negative effects - TRUE) and c (Monte Carlo used - TRUE) are both true. Multiple true options + null stem.
codex,Codex,20260330_163416Z_haiku_haiku,item_1,haiku-both,haiku/haiku,medium,D,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,REVISE,2,2,1,False,False,REVISE,True,True,False,True,False,True,"Malformed because the stem is missing. Option D is the intended supported statement, but the item needs an actual question and cleaner distractors."
claude,Claude,20260330_163416Z_haiku_haiku,item_10,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,5,4,5,4,True,ACCEPT,True,False,True,True,True,True,Key B (larger due to multiplicative amplification) well-supported by multi-stage SC chunk. Near-duplicate of batch 3 items 30/47 but content is correct.
codex,Codex,20260330_163416Z_haiku_haiku,item_10,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,5,4,4,True,True,ACCEPT,True,False,True,True,True,True,B correctly reflects the multiplicative amplification under decentralized information.
claude,Claude,20260330_163416Z_haiku_haiku,item_11,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\Inventory and EOQ Models.pdf,REVISE,4,3,4,4,True,REVISE,False,False,True,True,False,True,"EOQ with backorders: Q*=sqrt(2KD/h)*sqrt((h+pi)/pi). As pi increases, sqrt((h+pi)/pi)->1, so Q* decreases toward EOQ. Key A correct. No key marker. Option d ('first decreases then increases') is plausible to confused students. Fix key format."
codex,Codex,20260330_163416Z_haiku_haiku,item_11,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\Inventory and EOQ Models.pdf,REVISE,4,3,4,False,False,REVISE,True,True,True,True,False,False,"The source gives Q* = sqrt(2KD/h)*sqrt((pi+h)/pi), which decreases as pi increases. The keyed answer C is wrong; revise the key and likely lower the difficulty."
claude,Claude,20260330_163416Z_haiku_haiku,item_12,haiku-both,haiku/haiku,medium,D,C:\Users\kadek\source\repos\domainRag\example1\BeerGame.pptx,REVISE,3,3,4,3,False,REVISE,False,True,True,False,False,True,Negative format ('NOT mentioned as cause'). Excessive inventory (d) is a CONSEQUENCE not a cause. 'Lack of pull signals' (c) not explicitly mentioned in chunk. Multiple candidates. No key marker. Ambiguous.
codex,Codex,20260330_163416Z_haiku_haiku,item_12,haiku-both,haiku/haiku,medium,D,C:\Users\kadek\source\repos\domainRag\example1\BeerGame.pptx,ACCEPT,5,4,5,False,False,REVISE,False,False,True,True,True,False,"D is the correct NOT-mentioned cause because excessive inventory investment is presented as a consequence, not a cause. Slightly easy."
claude,Claude,20260330_163416Z_haiku_haiku,item_13,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,5,4,4,4,True,ACCEPT,True,False,True,True,True,True,Key B (separate dedicated facilities for specific volume-process combinations) demonstrates focus APPLIED. Option a describes focus 'off' scenario. Good application question.
codex,Codex,20260330_163416Z_haiku_haiku,item_13,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,5,4,5,True,True,ACCEPT,True,False,True,True,True,True,B cleanly captures the focused-facility setup described in the source.
claude,Claude,20260330_163416Z_haiku_haiku,item_14,haiku-both,haiku/haiku,medium,A,C:\Users\kadek\source\repos\domainRag\example1\chapter-16.pptx,ACCEPT,5,4,5,3,False,ACCEPT,True,False,True,True,True,True,Key A (difficulty integrating functional groups with conflicting objectives) directly from 21st-century SCM challenges chunk.
codex,Codex,20260330_163416Z_haiku_haiku,item_14,haiku-both,haiku/haiku,medium,A,C:\Users\kadek\source\repos\domainRag\example1\chapter-16.pptx,ACCEPT,5,4,5,True,True,ACCEPT,True,False,True,True,True,True,A is directly grounded in the conflicting-objectives discussion.
claude,Claude,20260330_163416Z_haiku_haiku,item_15,haiku-both,haiku/haiku,medium,A,C:\Users\kadek\source\repos\domainRag\example1\Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,5,4,5,4,True,ACCEPT,True,False,True,True,True,True,Key A (smaller under centralized because direct demand forecasts). Near-duplicate of item 10 but inverted perspective (centralized vs decentralized). Both test same concept.
codex,Codex,20260330_163416Z_haiku_haiku,item_15,haiku-both,haiku/haiku,medium,A,C:\Users\kadek\source\repos\domainRag\example1\Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,5,4,5,True,True,ACCEPT,True,False,True,True,True,True,A correctly distinguishes centralized from decentralized amplification.
claude,Claude,20260330_163416Z_haiku_haiku,item_16,haiku-both,haiku/haiku,medium,A,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,4,4,4,4,True,ACCEPT,True,False,True,True,True,True,"SnowTime optimal Q* when marginal profit $45. Cu=45, Co=60, critical ratio=45/105=0.4286<0.5, so Q*<13,000. No key marker but reviewer confirms 4/4/5 ACCEPT. Q*~12,000-12,500 range."
codex,Codex,20260330_163416Z_haiku_haiku,item_16,haiku-both,haiku/haiku,medium,A,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,REVISE,3,2,4,False,False,ACCEPT,False,True,True,False,False,False,"The source only establishes that the optimum is below average demand; it does not support the exact keyed quantity of 10,000 from the provided chunk. Revise to avoid an unsupported numeric answer."
claude,Claude,20260330_163416Z_haiku_haiku,item_17,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,5,4,5,4,True,ACCEPT,True,False,True,True,True,True,Key B (increase in lead time) increases Var(q)/Var(D)=1+2L/p. Chunk supports. Distractor D (centralized info) is a mitigant not amplifier.
codex,Codex,20260330_163416Z_haiku_haiku,item_17,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,5,4,5,True,True,ACCEPT,True,False,True,True,False,True,Lead time is explicitly named as increasing order variability; B is supported.
claude,Claude,20260330_163416Z_haiku_haiku,item_18,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,REVISE,4,3,4,3,False,REVISE,False,False,True,True,True,True,Key C (increased total SC profitability by aligning incentives) correct per Blockbuster chunk. No correct_key marker. Options a ('eliminate admin costs entirely') and b ('always sell higher-margin products') are overclaims making them easy eliminations. Fix key format.
codex,Codex,20260330_163416Z_haiku_haiku,item_18,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,4,False,False,REVISE,False,False,True,True,True,False,The source directly says revenue sharing can improve total supply chain profitability through risk sharing and incentive alignment. More easy-to-medium than true medium.
claude,Claude,20260330_163416Z_haiku_haiku,item_19,haiku-both,haiku/haiku,medium,A,C:\Users\kadek\source\repos\domainRag\example1\chapter-16.pptx,ACCEPT,5,4,5,3,False,ACCEPT,True,False,True,True,True,True,Key A (comparing internal performance against external benchmarks and best-in-class) directly from benchmarking chunk.
codex,Codex,20260330_163416Z_haiku_haiku,item_19,haiku-both,haiku/haiku,medium,A,C:\Users\kadek\source\repos\domainRag\example1\chapter-16.pptx,ACCEPT,5,4,5,True,True,ACCEPT,True,False,True,True,True,True,A cleanly matches the benchmarking passage.
claude,Claude,20260330_163416Z_haiku_haiku,item_2,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,REVISE,2,3,4,2,False,REVISE,False,False,False,True,True,False,"Key C (higher energy costs) is correct. Chunk is stock price indices, not freight rate determinants. Source alignment 2. Fix chunk."
codex,Codex,20260330_163416Z_haiku_haiku,item_2,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,ACCEPT,5,4,5,False,False,REVISE,False,False,True,True,True,False,C is directly supported by the chunk on higher energy costs. This reads more easy than medium.
claude,Claude,20260330_163416Z_haiku_haiku,item_20,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\supplychainmanagement-ppt.pptx,ACCEPT,5,4,5,2,False,ACCEPT,True,False,True,True,True,True,Key B (integrate suppliers/distributors/customers for efficient management) matches SCM definition in chunk.
codex,Codex,20260330_163416Z_haiku_haiku,item_20,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\supplychainmanagement-ppt.pptx,ACCEPT,5,4,5,True,True,ACCEPT,True,False,True,True,True,True,B accurately states the main SCM integration goal.
claude,Claude,20260330_163416Z_haiku_haiku,item_21,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,REJECT,1,1,1,1,False,REVISE,False,False,False,False,False,False,Null stem. Options a (ZIO: order when I_{t-1}=0 - TRUE) and b (ZICO: at most one strictly positive - TRUE) are both correct. Multiple true options + null stem.
codex,Codex,20260330_163416Z_haiku_haiku,item_21,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,REVISE,3,2,1,False,False,REVISE,True,True,False,True,False,True,"Stem is missing. B is the supported statement, but the item is malformed and includes distractors that are partly unsupported or incorrectly described."
claude,Claude,20260330_163416Z_haiku_haiku,item_22,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,REVISE,4,3,4,3,False,REVISE,False,False,True,True,True,True,"Key C (balancing global volumes, regional presence, infra vs cost, flexibility) is comprehensive and supported by globalization chunk. No correct_key marker. Fix key format."
codex,Codex,20260330_163416Z_haiku_haiku,item_22,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,5,4,5,False,False,REVISE,False,False,True,True,True,False,"C is directly supported by the globalization challenge passage. Valid item, just somewhat easier than labeled."
claude,Claude,20260330_163416Z_haiku_haiku,item_23,haiku-both,haiku/haiku,medium,D,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,REVISE,3,2,4,2,False,REVISE,False,False,True,False,False,True,"Duplicate of batch3 items 3 and 16. Chunk states sequential=$985,700. $1,014,500 matches a different contract. No correct_key marker. Fix key format and verify dollar figure source."
codex,Codex,20260330_163416Z_haiku_haiku,item_23,haiku-both,haiku/haiku,medium,D,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,False,False,REVISE,False,False,True,True,True,False,"D is explicitly stated in the source. The dollar figure is specific but fully supported, so this is acceptable."
claude,Claude,20260330_163416Z_haiku_haiku,item_24,haiku-both,haiku/haiku,medium,A,C:\Users\kadek\source\repos\domainRag\example1\supplychainmanagement-ppt.pptx,ACCEPT,3,3,5,1,False,ACCEPT,True,False,False,True,True,False,"Key A (JIT) is clearly correct definition. Chunk is about physical/information flows, not JIT. Source alignment 3 but definitional question doesn't need strong chunk support for a basic SCM concept."
codex,Codex,20260330_163416Z_haiku_haiku,item_24,haiku-both,haiku/haiku,medium,A,C:\Users\kadek\source\repos\domainRag\example1\supplychainmanagement-ppt.pptx,ACCEPT,5,4,5,True,True,ACCEPT,True,False,True,True,True,True,A is directly grounded in the just-in-time sentence.
claude,Claude,20260330_163416Z_haiku_haiku,item_25,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,ACCEPT,5,4,5,4,True,ACCEPT,True,False,True,True,True,True,"Key C (consists entirely of capacity-constrained sequences) is ZICO theorem result. Chunk supports. Options a (multiple partial), b (continuous full-C), d (determined by demand) are all false."
codex,Codex,20260330_163416Z_haiku_haiku,item_25,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,ACCEPT,5,4,5,True,True,ACCEPT,True,False,True,True,True,True,C matches the theorem on capacity-constrained production sequences.
claude,Claude,20260330_163416Z_haiku_haiku,item_26,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Inventory and EOQ Models.pdf,REVISE,3,3,2,4,True,REVISE,False,True,True,False,False,True,Stem truncated in compact view (K increases 50% and what?). Without full stem can't determine correct answer or verify option b (17.68%) vs d (35.36%) vs c (21.94%/decrease). Fix stem visibility and key format.
codex,Codex,20260330_163416Z_haiku_haiku,item_26,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Inventory and EOQ Models.pdf,REVISE,4,2,5,True,True,REVISE,True,True,True,False,False,False,"The EOQ formula is supported, but the keyed percentage is wrong. Q* scales with sqrt(1.5/0.7), which is about a 46.4% increase, and that answer is not offered."
claude,Claude,20260330_163416Z_haiku_haiku,item_27,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Analysis of Inventory Models with Limited Demand Information.pdf,REVISE,4,3,4,3,False,REVISE,False,False,True,True,True,True,Key B (longer LT amplifies bullwhip because more historical data needed for variance estimation) is correct. No correct_key marker. Option c falsely implies shorter LT amplifies. Fix key format.
codex,Codex,20260330_163416Z_haiku_haiku,item_27,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,5,4,3,True,True,REVISE,False,False,True,True,True,False,"B is directly supported. The stem is overlong and reads like copied context, but the item is still valid."
claude,Claude,20260330_163416Z_haiku_haiku,item_28,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,REVISE,4,2,4,3,False,ACCEPT,False,True,True,False,False,False,"ZIO policy question. ZIO: order placed iff I_{t-1}=0. None of options a-d correctly states this: a inverts (order when I non-zero), b inverts (no order when I=0), c says always order, d applies scope restriction. All four options appear WRONG. Needs complete rewrite of options."
codex,Codex,20260330_163416Z_haiku_haiku,item_28,haiku-both,haiku/haiku,medium,B,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,REVISE,3,2,4,True,True,ACCEPT,False,True,True,False,False,False,"The source says an order is placed only if previous-period inventory is zero. None of the listed options state that correctly, so the keyed answer B is wrong."
claude,Claude,20260330_163416Z_haiku_haiku,item_29,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,REVISE,5,4,4,3,False,ACCEPT,False,False,True,True,True,True,"Key C (minimize air freight during normal conditions, reserve for emergencies) reflects Asian Paradigm dual-mode strategy. No correct_key marker. Content is correct per Asian Paradigm chunk. Fix key format."
codex,Codex,20260330_163416Z_haiku_haiku,item_29,haiku-both,haiku/haiku,medium,C,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,5,4,5,True,True,ACCEPT,True,False,True,True,True,True,C matches the dual-trigger ocean-versus-air policy exactly.
claude,Claude,20260330_163416Z_haiku_haiku,item_3,haiku-both,haiku/haiku,medium,C|D,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,REVISE,1,3,4,3,False,REVISE,False,True,False,False,False,False,"Chunk is about risk pooling, not bullwhip mitigation. Both c (smaller orders) and d (POS sharing) are correct strategies per other chunks. Source alignment 1. Fix chunk and clarify key."
